,Unnamed: 1,browserbite-dt-external-k3,browserbite-randomforest-external-k3,browserbite-svm-external-k3,browserbite-nn-external-k3,crosscheck-dt-external-k3,crosscheck-randomforest-external-k3,crosscheck-svm-external-k3,crosscheck-nn-external-k3,browserninja1-dt-external-k3,browserninja1-randomforest-external-k3,browserninja1-svm-external-k3,browserninja1-nn-external-k3,browserninja2-dt-external-k3,browserninja2-randomforest-external-k3,browserninja2-svm-external-k3,browserninja2-nn-external-k3,browserninja3-dt-external-k3,browserninja3-randomforest-external-k3,browserninja3-svm-external-k3,browserninja3-nn-external-k3
1,,0.9901321368549272,0.9964306088779932,0.9221749387113188,0.9218742772561174,0.9659096165410056,0.9955671708527992,0.8717948717948718,0.858974358974359,0.9823072297516072,0.9988127727153584,0.9725550056277658,0.9349954515318316,0.9840803614104878,0.9988127727153584,0.8055876775058975,0.9484172872627472,0.9716144749217508,0.9845197896911668,0.8837134002497803,0.882811415884176
2,,0.7769812304483837,0.9478623566214808,0.5709071949947861,0.6407716371220021,0.915313570683748,0.9574519588857441,0.5178571428571429,0.5178571428571429,0.947080291970803,0.9965738120065544,0.9601147028154328,0.9249217935349322,0.974396692983763,0.9929986593177418,0.9559436913451512,0.9611574556830031,0.9587181587963652,0.9951027856398034,0.9264859228362878,0.8886861313868613
3,,0.6312293861705365,0.8602330956317188,0.5506329113924051,0.5882827086469103,0.7907444419769536,0.8465714215214548,0.5189873417721519,0.5063291139240507,0.8563015602766879,0.8777111555259458,0.8334937202358922,0.8401477204497414,0.8559026492626314,0.9671988221843874,0.8151561510433374,0.8083212015035244,0.8730188105049309,0.9663228629473356,0.8086460877933228,0.8079963152137258
4,,0.8872811929038723,0.9333411917251137,0.6030235162374019,0.5789473684210527,0.9478988624977898,0.9455413449637532,0.5,0.5,0.9979666411268932,0.9995874344315436,0.9703247480403135,0.9193729003359462,0.9984381446337008,0.9996463723698944,0.9703247480403135,0.9977603583426652,0.9979077031885424,0.99837920669535,0.8936170212765957,0.891377379619261
5,,0.7808392808392808,0.8869973869973871,0.5731835731835732,0.6199251199251199,0.8975078975078975,0.9253929253929254,0.5145080145080144,0.4980694980694981,0.923988923988924,0.9326664326664328,0.7701532701532702,0.7701532701532702,0.8428883428883429,0.9415194415194414,0.7246987246987248,0.7398502398502399,0.8556998556998557,0.9102024102024104,0.7846612846612847,0.813033813033813
6,,0.9073471178787418,0.9826159731339374,0.7042822210505083,0.7099017293789168,0.8788054652195607,0.9109460095475022,0.677570093457944,0.6682242990654206,0.9822603304469064,0.9973441807301822,0.8631607257234054,0.9149412393351428,0.9845976637283386,0.9880320043030996,0.830071800896715,0.8869038561575727,0.9569159232377992,0.9527349099569336,0.8869038561575727,0.8876965323953331
7,,0.6973158375027534,0.8475014946977564,0.5812092891532143,0.5736492652380503,0.799474495736178,0.8434343434343434,0.5092592592592593,0.5092592592592593,0.8584521224708141,0.8876223292111143,0.818551559205765,0.8088674911104818,0.8894159665187704,0.9477170458478872,0.7943374555524089,0.7909389848642184,0.867388841687907,0.9283882438088046,0.7757324019006262,0.790506309197898
8,,0.8650540492645755,0.9726174020910864,0.7160127591706539,0.6589367357788412,0.884922913343966,0.9019245082402976,0.5866666666666667,0.58,0.9806804891015418,0.9827184121920964,0.8258692185007974,0.8789367357788411,0.9780329611908558,0.9941307814992024,0.8861350345560871,0.8853375863902181,0.9381321991848308,0.9829027113237641,0.8517384370015949,0.8171504518872941
9,,0.9201700770661706,0.9624723181858446,0.6891974488440075,0.6898263796616174,0.8627203472406768,0.8182478518912215,0.5633802816901409,0.5563380281690141,0.970289662503322,0.9722738949419788,0.8370847727876695,0.8790238285056249,0.9685003100363186,0.9397732305784392,0.8992071928425902,0.8578970679422446,0.9690052263265126,0.9742226946585172,0.851169279829923,0.8498848436531137
10,,0.9394237623762376,0.9774554455445544,0.8096039603960397,0.5,0.8917782178217822,0.8210495049504951,0.685,0.6799999999999999,0.9903089108910892,0.9887900990099008,0.8936138613861386,0.9238118811881189,0.9819782178217822,0.9948118811881188,0.8582178217821782,0.8688118811881188,0.9521108910891088,0.9598039603960395,0.8890099009900991,0.92009900990099
