,Unnamed: 1,browserbite-dt-internal-k3,browserbite-randomforest-internal-k3,browserbite-svm-internal-k3,browserbite-nn-internal-k3,crosscheck-dt-internal-k3,crosscheck-randomforest-internal-k3,crosscheck-svm-internal-k3,crosscheck-nn-internal-k3,browserninja1-dt-internal-k3,browserninja1-randomforest-internal-k3,browserninja1-svm-internal-k3,browserninja1-nn-internal-k3,browserninja2-dt-internal-k3,browserninja2-randomforest-internal-k3,browserninja2-svm-internal-k3,browserninja2-nn-internal-k3,browserninja3-dt-internal-k3,browserninja3-randomforest-internal-k3,browserninja3-svm-internal-k3,browserninja3-nn-internal-k3
1,,0.625,0.6388888888888888,0.7428571428571429,0.6666666666666666,0.7647058823529411,0.8333333333333334,0.7333333333333333,0.6956521739130435,0.90625,0.8,0.7567567567567568,0.7346938775510204,0.7878787878787878,0.8484848484848485,0.75,0.75,0.9130434782608696,0.8666666666666667,1.0,0.5957446808510638
2,,1.0,0.5416666666666666,0.75,0.5,0.5,0.8666666666666667,1.0,1.0,0.8,0.7777777777777778,0.8571428571428571,0.6363636363636364,0.8235294117647058,0.7777777777777778,0.7222222222222222,0.7,0.7647058823529411,0.8125,1.0,0.36666666666666664
3,,0.5,1.0,1.0,0.8333333333333334,0.9130434782608696,0.9473684210526316,0.14285714285714285,1.0,0.6410256410256411,0.8965517241379308,0.8846153846153846,0.7096774193548387,0.6666666666666666,0.8387096774193549,0.8846153846153846,0.27472527472527475,0.9230769230769232,0.9411764705882352,1.0,0.18181818181818182
4,,0.5,0.5217391304347826,1.0,0.42857142857142855,1.0,1.0,1.0,0.0,0.8888888888888888,0.8888888888888888,0.8666666666666667,0.5384615384615384,0.8421052631578947,0.9411764705882352,0.56,0.5555555555555556,0.8888888888888888,0.9375,0.0,0.46875
5,,0.5333333333333333,0.75,0.75,1.0,0.9090909090909092,0.9166666666666666,0.0,0.0,0.9411764705882352,0.9411764705882352,0.8333333333333334,0.6818181818181818,0.8421052631578947,0.8421052631578947,0.8125,0.7368421052631579,0.8421052631578947,0.8125,0.0,0.5384615384615384
6,,0.5,0.6444444444444445,0.5897435897435898,0.7837837837837838,0.6176470588235294,0.7307692307692307,0.7333333333333333,0.6666666666666666,0.9347826086956522,0.8541666666666666,0.6666666666666666,0.7,0.8260869565217391,0.8974358974358975,0.56,0.75,0.8297872340425532,1.0,0.8235294117647058,0.21518987341772153
7,,0.375,0.6923076923076923,0.5,0.6666666666666666,0.6538461538461539,0.8947368421052632,1.0,0.0,0.9523809523809524,0.92,0.8947368421052632,0.7619047619047619,0.7586206896551724,0.9565217391304348,0.6666666666666666,0.2272727272727273,0.88,0.9545454545454546,1.0,0.2
8,,0.2857142857142857,0.3939393939393939,0.38461538461538464,0.55,0.7391304347826086,0.6538461538461539,0.0,0.0,0.8076923076923077,0.8148148148148148,0.7727272727272727,0.6451612903225806,0.625,0.92,0.3783783783783784,0.55,0.3333333333333333,0.9090909090909092,0.5,0.2619047619047619
9,,1.0,0.3333333333333333,0.4,0.6666666666666666,0.4571428571428571,0.9285714285714286,1.0,0.0,0.7619047619047619,0.9444444444444444,0.43333333333333335,0.5555555555555556,0.6666666666666666,0.7391304347826086,0.3409090909090909,0.5925925925925926,0.6666666666666666,0.75,0.0,0.09268292682926829
10,,0.75,0.7419354838709677,0.7105263157894737,0.7567567567567568,0.6666666666666666,0.8043478260869565,0.7096774193548387,0.6818181818181818,0.8333333333333334,0.8444444444444444,0.5606060606060606,0.7166666666666667,0.7586206896551724,0.8837209302325582,0.4745762711864407,0.7192982456140351,0.8157894736842105,0.8409090909090909,0.7857142857142857,0.24822695035460993
