,Unnamed: 1,browserbite-dt-external-k3,browserbite-randomforest-external-k3,browserbite-svm-external-k3,browserbite-nn-external-k3,crosscheck-dt-external-k3,crosscheck-randomforest-external-k3,crosscheck-svm-external-k3,crosscheck-nn-external-k3,browserninja1-dt-external-k3,browserninja1-randomforest-external-k3,browserninja1-svm-external-k3,browserninja1-nn-external-k3,browserninja2-dt-external-k3,browserninja2-randomforest-external-k3,browserninja2-svm-external-k3,browserninja2-nn-external-k3,browserninja3-dt-external-k3,browserninja3-randomforest-external-k3,browserninja3-svm-external-k3,browserninja3-nn-external-k3
1,,0.8857142857142858,0.9014084507042254,0.8918918918918919,0.9041095890410958,0.8000000000000002,0.9014084507042254,0.8529411764705882,0.8529411764705882,0.9367088607594936,0.9135802469135802,0.9333333333333332,0.925,0.902439024390244,0.9135802469135802,0.7076923076923076,0.9487179487179488,0.902439024390244,0.9610389610389612,0.8571428571428572,0.8405797101449275
2,,0.509090909090909,0.6428571428571429,0.4,0.5666666666666667,0.8571428571428571,0.84,0.0689655172413793,0.34,0.8387096774193549,0.8421052631578947,0.8620689655172413,0.8387096774193549,0.8666666666666666,0.8571428571428572,0.9019607843137256,0.8965517241379308,0.8666666666666666,0.8965517241379308,0.8727272727272727,0.8148148148148148
3,,0.4939759036144578,0.6163522012578617,0.4067796610169492,0.4662576687116564,0.5357142857142857,0.5137614678899083,0.12738853503184713,0.2366863905325444,0.6857142857142857,0.7619047619047621,0.7769784172661871,0.7883211678832116,0.7549668874172185,0.681159420289855,0.7826086956521741,0.5454545454545454,0.763157894736842,0.7555555555555556,0.5408163265306123,0.55
4,,0.4444444444444445,0.5142857142857142,0.2962962962962963,0.5,0.8235294117647058,0.8571428571428572,0.20382165605095545,0.125,0.8421052631578947,0.9473684210526316,0.8372093023255814,0.8780487804878049,0.8085106382978724,0.8888888888888888,0.8780487804878049,0.9268292682926828,0.8837209302325582,0.9268292682926828,0.8333333333333333,0.8333333333333333
5,,0.5142857142857143,0.5526315789473685,0.4507042253521127,0.5753424657534246,0.575,0.7666666666666667,0.3384615384615385,0.13157894736842105,0.7868852459016394,0.8064516129032258,0.7457627118644068,0.7868852459016394,0.7457627118644068,0.8064516129032258,0.7241379310344828,0.7272727272727273,0.7857142857142856,0.7936507936507938,0.7118644067796609,0.7017543859649124
6,,0.6701570680628272,0.7692307692307693,0.616161616161616,0.6808510638297871,0.7374301675977653,0.7539267015706805,0.6081871345029239,0.5348837209302326,0.7379679144385026,0.9282296650717704,0.8279569892473118,0.908256880733945,0.923076923076923,0.9282296650717704,0.7634408602150539,0.8699999999999999,0.9406392694063926,0.8431372549019608,0.8899521531100477,0.7419354838709676
7,,0.3594470046082949,0.4421052631578948,0.35294117647058826,0.4957264957264957,0.5365853658536585,0.6428571428571429,0.2532751091703057,0.2620689655172413,0.4393063583815029,0.7499999999999999,0.7083333333333334,0.7272727272727272,0.6915887850467289,0.7307692307692308,0.4430379746835443,0.4352941176470588,0.6557377049180328,0.6875000000000001,0.42236024844720504,0.4470588235294118
8,,0.32525951557093424,0.7031249999999999,0.5757575757575758,0.563758389261745,0.6666666666666667,0.5523809523809524,0.3043478260869565,0.3859649122807017,0.8873239436619718,0.9027777777777778,0.784,0.8496732026143791,0.8951048951048952,0.8873239436619718,0.8676470588235293,0.8652482269503545,0.9220779220779222,0.8823529411764706,0.8701298701298702,0.746031746031746
9,,0.4827586206896552,0.7499999999999999,0.6271186440677966,0.5964912280701755,0.6607142857142856,0.6486486486486486,0.3606557377049179,0.3389830508474577,0.8702290076335878,0.874074074074074,0.7868852459016393,0.8590604026845639,0.8333333333333333,0.887218045112782,0.8702290076335878,0.8472222222222222,0.8965517241379308,0.851063829787234,0.8169014084507042,0.7241379310344829
10,,0.4545454545454545,0.8306010928961748,0.793103448275862,0.7976878612716762,0.7386363636363636,0.7444444444444446,0.5401459854014599,0.5485714285714285,0.8629441624365483,0.9025641025641024,0.8494623655913979,0.9047619047619048,0.8866995073891626,0.8823529411764707,0.7999999999999999,0.8240740740740741,0.8807339449541285,0.9090909090909092,0.8743718592964824,0.8399999999999999
