,Unnamed: 1,browserbite-dt-internal-k3,browserbite-randomforest-internal-k3,browserbite-svm-internal-k3,browserbite-nn-internal-k3,crosscheck-dt-internal-k3,crosscheck-randomforest-internal-k3,crosscheck-svm-internal-k3,crosscheck-nn-internal-k3,browserninja1-dt-internal-k3,browserninja1-randomforest-internal-k3,browserninja1-svm-internal-k3,browserninja1-nn-internal-k3,browserninja2-dt-internal-k3,browserninja2-randomforest-internal-k3,browserninja2-svm-internal-k3,browserninja2-nn-internal-k3,browserninja3-dt-internal-k3,browserninja3-randomforest-internal-k3,browserninja3-svm-internal-k3,browserninja3-nn-internal-k3
1,,0.7746040440001826,0.8832991008261445,0.8201332785613218,0.8597334428773563,0.8633529599707883,0.9228308001278014,0.6853530512574739,0.7999726139942489,0.9393491259299832,0.9506139029622528,0.8088730658633438,0.9094892509927428,0.8975717741567394,0.8905837783559268,0.5949062029303026,0.923574786617372,0.929120452781962,0.9517915012095486,0.7677027705509151,0.7653475740563238
2,,0.8440326582886416,0.8757504202353318,0.8672056351556873,0.8407107980469064,0.7986472424557752,0.7942247658688866,0.5292964059873528,0.7254462498999439,0.7842591851436805,0.9103698070919716,0.8588409509325221,0.878171776194669,0.89338029296406,0.8478347874809893,0.7971664131913873,0.8968622428559994,0.7800168094132715,0.9109101096614104,0.806771792203634,0.8760505883294646
3,,0.7927798982188295,0.8186608031861932,0.8082545082420622,0.8474457904635468,0.8328147472065495,0.8313627060515543,0.5185584688571745,0.6598489877198804,0.8767286204226129,0.8983432901869676,0.8337896891249033,0.8868099347272929,0.8967253014714017,0.8755600730169267,0.831784489434672,0.8893268060626175,0.8451847549507687,0.9076916694324594,0.7991204779289743,0.8506333665228455
4,,0.8490021008403362,0.8780098577892695,0.8155704589528119,0.8609001292824823,0.9129767291531996,0.9234001292824824,0.4832740788623141,0.7093972204266322,0.9002504848093082,0.9785673884938592,0.8006221719457014,0.9026745313510021,0.9353183581124758,0.9227739172592112,0.7953296703296703,0.9546703296703296,0.9565287653522948,0.9613970588235294,0.7189722042663219,0.9074418228829992
5,,0.7859094013202823,0.8764084907807876,0.8183046892783974,0.9030133166401092,0.8953306396539951,0.8541856362394721,0.47732187571135903,0.6051104029137264,0.9177242203505578,0.9282807876166628,0.8437286592305941,0.9343557933075348,0.8899954473025269,0.8942920555429091,0.8114614158889142,0.9284941953107216,0.9113219895287958,0.832318461188254,0.5967163669474164,0.8645857045299341
6,,0.7902818918998863,0.8625592116661243,0.6963503217818644,0.8585976818183739,0.8680461946072486,0.8807737977021015,0.6777828954874479,0.6368491998766115,0.9003342474783542,0.963613084246422,0.7865126283007466,0.9249908092507532,0.8202352831807177,0.9147373135968156,0.6444299833932671,0.9436976813958108,0.8906343095951422,0.9396854439660092,0.7634322272037726,0.7268340298583147
7,,0.9029558701082432,0.9006383569247849,0.7488898140438524,0.9324868165417708,0.9262003885650848,0.9091451568137664,0.4793227865667501,0.6449347765750763,0.9485706355814598,0.9494726616708298,0.9262836525117958,0.9312517346655566,0.9689564252012212,0.9330557868442964,0.8913960588398556,0.9307799056341938,0.9723563696919232,0.9491534832084376,0.7540105467665834,0.8839855675825702
8,,0.6753699066697018,0.8822160254951059,0.7111028909628956,0.8615012519918049,0.9039210106988392,0.8290519007511951,0.42389027999089457,0.4913271113134533,0.8525039836102892,0.9377930798998406,0.7388914181652629,0.8973708172091964,0.8963521511495559,0.8216139312542681,0.6719212383337128,0.903357614386524,0.8648361028909629,0.8027600728431595,0.8391816526291828,0.7929091736854086
9,,0.8063922913060844,0.8974753694581281,0.8289924776993742,0.8439871521768074,0.8956863267208095,0.8684346292104913,0.43333111436559707,0.4694864199174544,0.8865913327120225,0.9131523765144456,0.660398082811876,0.8626015177739317,0.8388280521901212,0.8599387564904805,0.7180135800825456,0.9009619225136468,0.8645153774464119,0.8650146451870591,0.8363566768739183,0.7352383171348689
10,,0.7782586585017005,0.9014191572992044,0.8382669223515951,0.8665176348437815,0.8930520092809391,0.8966224162225731,0.7187059658639432,0.7061671628508163,0.9395600029665104,0.9652679924142096,0.8060220157436935,0.9051882144786888,0.9118151864133832,0.948822401390022,0.6987085085869875,0.9267801709981248,0.9296380857533346,0.9476172566137286,0.7720236897030311,0.7339199254134574
