,Unnamed: 1,browserbite-dt-internal-k3,browserbite-randomforest-internal-k3,browserbite-svm-internal-k3,browserbite-nn-internal-k3,crosscheck-dt-internal-k3,crosscheck-randomforest-internal-k3,crosscheck-svm-internal-k3,crosscheck-nn-internal-k3,browserninja1-dt-internal-k3,browserninja1-randomforest-internal-k3,browserninja1-svm-internal-k3,browserninja1-nn-internal-k3,browserninja2-dt-internal-k3,browserninja2-randomforest-internal-k3,browserninja2-svm-internal-k3,browserninja2-nn-internal-k3,browserninja3-dt-internal-k3,browserninja3-randomforest-internal-k3,browserninja3-svm-internal-k3,browserninja3-nn-internal-k3
1,,0.3962264150943396,0.4915254237288136,0.52991452991453,0.5225225225225224,0.5486725663716814,0.5740740740740741,0.4536082474226805,0.456140350877193,0.5874125874125874,0.6190476190476191,0.5688073394495413,0.6440677966101696,0.5688073394495413,0.6666666666666667,0.40601503759398494,0.5945945945945946,0.6229508196721312,0.6052631578947367,0.4646464646464647,0.49557522123893816
2,,0.4126984126984127,0.4242424242424242,0.4838709677419354,0.4705882352941176,0.5945945945945945,0.65,0.0683453237410072,0.15555555555555556,0.6363636363636364,0.6666666666666666,0.6190476190476191,0.608695652173913,0.6976744186046512,0.6666666666666667,0.6046511627906976,0.6382978723404256,0.6046511627906976,0.608695652173913,0.4324324324324325,0.5128205128205128
3,,0.4594594594594594,0.463768115942029,0.4705882352941176,0.5625000000000001,0.608695652173913,0.6133333333333334,0.07894736842105264,0.13749999999999998,0.7160493827160495,0.725,0.6933333333333332,0.6024096385542168,0.7123287671232876,0.7123287671232876,0.6486486486486486,0.5797101449275363,0.6666666666666667,0.7200000000000001,0.1990049751243781,0.29545454545454547
4,,0.490566037735849,0.4444444444444445,0.425531914893617,0.4736842105263158,0.6,0.64,0.07344632768361584,0.2,0.6956521739130435,0.7346938775510204,0.6666666666666667,0.6222222222222222,0.7111111111111111,0.7234042553191489,0.5581395348837209,0.5714285714285714,0.6956521739130435,0.7391304347826088,0.372093023255814,0.6666666666666667
5,,0.4772727272727272,0.5479452054794521,0.4,0.5822784810126582,0.4857142857142857,0.5396825396825397,0.12290502793296088,0.1523809523809524,0.5079365079365079,0.53125,0.6075949367088608,0.5858585858585859,0.5079365079365079,0.5714285714285714,0.5588235294117647,0.55,0.4923076923076923,0.5373134328358209,0.1728395061728395,0.46153846153846156
6,,0.34177215189873417,0.4064171122994653,0.4055944055944056,0.5060240963855421,0.5633802816901409,0.5306122448979591,0.39669421487603307,0.3361344537815126,0.5548387096774193,0.6410256410256411,0.5405405405405406,0.5975609756097562,0.5673758865248226,0.6923076923076924,0.4117647058823529,0.6143790849673203,0.5942028985507247,0.6357615894039735,0.4444444444444445,0.4383561643835616
7,,0.3943661971830986,0.576923076923077,0.4,0.5333333333333333,0.6363636363636364,0.7843137254901961,0.05238095238095238,0.1592920353982301,0.7843137254901961,0.8301886792452831,0.8148148148148148,0.6857142857142857,0.8235294117647058,0.8148148148148148,0.6666666666666666,0.4615384615384615,0.8301886792452831,0.8363636363636363,0.11764705882352942,0.33898305084745756
8,,0.10230179028132992,0.3300970873786408,0.3953488372093023,0.4285714285714286,0.4927536231884057,0.4533333333333333,0.05049396267837542,0.1818181818181818,0.5833333333333333,0.6571428571428571,0.4999999999999999,0.5249999999999999,0.5569620253164557,0.619718309859155,0.4044943820224719,0.5714285714285714,0.3793103448275862,0.5974025974025974,0.27586206896551724,0.47191011235955055
9,,0.2380952380952381,0.3296703296703297,0.2888888888888889,0.3880597014925374,0.4827586206896552,0.4827586206896552,0.0462962962962963,0.09090909090909093,0.5666666666666667,0.6296296296296297,0.4363636363636364,0.4838709677419356,0.5185185185185186,0.5483870967741935,0.4363636363636364,0.5185185185185186,0.5454545454545455,0.5625,0.1978021978021978,0.40740740740740744
10,,0.4393939393939394,0.5323741007194245,0.4955752212389381,0.5806451612903226,0.6031746031746031,0.6101694915254238,0.4363636363636364,0.41025641025641024,0.6341463414634145,0.6611570247933884,0.5441176470588236,0.6518518518518518,0.6141732283464566,0.6956521739130435,0.4576271186440678,0.640625,0.6617647058823529,0.681159420289855,0.4869565217391305,0.45801526717557256
