,Unnamed: 1,browserbite-dt-external-k3,browserbite-randomforest-external-k3,browserbite-svm-external-k3,browserbite-nn-external-k3,crosscheck-dt-external-k3,crosscheck-randomforest-external-k3,crosscheck-svm-external-k3,crosscheck-nn-external-k3,browserninja1-dt-external-k3,browserninja1-randomforest-external-k3,browserninja1-svm-external-k3,browserninja1-nn-external-k3,browserninja2-dt-external-k3,browserninja2-randomforest-external-k3,browserninja2-svm-external-k3,browserninja2-nn-external-k3,browserninja3-dt-external-k3,browserninja3-randomforest-external-k3,browserninja3-svm-external-k3,browserninja3-nn-external-k3
1,,1.0,1.0,0.9428571428571428,0.9705882352941176,0.7058823529411765,1.0,1.0,1.0,0.925,0.8809523809523809,0.9722222222222222,0.902439024390244,0.8604651162790697,0.8809523809523809,0.8846153846153846,0.9487179487179488,0.8604651162790697,0.9736842105263158,0.967741935483871,0.9666666666666667
2,,0.5185185185185185,0.6428571428571429,0.5294117647058824,0.53125,1.0,0.9545454545454546,1.0,0.2361111111111111,0.7647058823529411,0.8275862068965517,0.8333333333333334,0.7647058823529411,0.8125,0.7714285714285715,1.0,0.8666666666666667,0.8125,0.8666666666666667,0.8888888888888888,0.8461538461538461
3,,0.4712643678160919,0.6125,0.6153846153846154,0.4523809523809524,0.9090909090909092,0.9333333333333332,0.1282051282051282,0.2222222222222222,0.7868852459016393,0.8235294117647058,0.9,0.9310344827586208,0.7916666666666666,0.7966101694915254,0.9152542372881356,0.4537815126050421,0.7945205479452054,0.9107142857142856,0.45299145299145294,0.45454545454545453
4,,0.3428571428571429,0.5625,0.5,0.5294117647058824,0.9333333333333332,0.9375,0.11594202898550725,0.10344827586206896,0.8421052631578947,0.9473684210526316,0.75,0.8181818181818182,0.6785714285714286,0.9411764705882352,0.8181818181818182,0.8636363636363636,0.7916666666666666,0.8636363636363636,0.8823529411764706,0.8823529411764706
5,,0.4864864864864865,0.4883720930232558,0.42105263157894735,0.525,0.4893617021276596,0.8518518518518519,0.34375,0.11627906976744184,0.8571428571428571,0.8620689655172413,0.8461538461538461,0.8571428571428571,0.8461538461538461,0.8620689655172413,0.84,0.7272727272727273,0.9565217391304348,0.8333333333333334,0.8076923076923077,0.8333333333333334
6,,0.7619047619047619,0.7086614173228346,0.6703296703296703,0.7901234567901234,0.9166666666666666,0.8571428571428571,0.8125,0.7076923076923077,0.8625,0.9509803921568628,0.9746835443037974,0.8918918918918919,0.9504950495049505,0.9509803921568628,0.8987341772151899,0.9354838709677421,0.9196428571428572,0.8865979381443299,0.9117647058823528,0.8734177215189873
7,,0.2392638036809816,0.5121951219512195,0.4838709677419355,0.4603174603174603,0.7857142857142857,0.9,0.1657142857142857,0.2087912087912088,0.3193277310924369,0.9705882352941176,0.8095238095238095,0.9411764705882352,0.6981132075471698,0.76,0.3365384615384616,0.3189655172413793,0.5882352941176471,0.7857142857142857,0.3177570093457944,0.3275862068965517
8,,0.21962616822429906,0.8490566037735849,0.6666666666666666,0.5675675675675675,0.9743589743589745,0.9666666666666668,0.8235294117647058,0.5641025641025641,0.9402985074626866,0.9420289855072465,0.98,0.8333333333333334,0.9411764705882352,0.9402985074626866,0.9672131147540984,0.9242424242424242,0.8987341772151899,0.9836065573770492,0.8481012658227848,0.9215686274509803
9,,0.4077669902912621,0.6741573033707865,0.7872340425531915,0.7906976744186046,0.902439024390244,0.9,0.4313725490196079,0.425531914893617,0.95,0.921875,0.9411764705882352,0.8205128205128205,0.7647058823529411,0.9516129032258064,0.95,0.8356164383561644,0.8783783783783784,0.8571428571428571,0.8169014084507042,0.9333333333333333
10,,0.32608695652173914,0.9156626506024096,0.9324324324324323,0.9452054794520548,0.8552631578947368,0.8375,1.0,0.64,0.8762886597938144,0.9263157894736842,0.9186046511627908,0.8636363636363636,0.8737864077669902,0.8653846153846154,0.9,0.7672413793103449,0.8135593220338984,0.9183673469387756,0.8787878787878788,0.84
