,Unnamed: 1,browserbite-dt-internal-k3,browserbite-randomforest-internal-k3,browserbite-svm-internal-k3,browserbite-nn-internal-k3,crosscheck-dt-internal-k3,crosscheck-randomforest-internal-k3,crosscheck-svm-internal-k3,crosscheck-nn-internal-k3,browserninja1-dt-internal-k3,browserninja1-randomforest-internal-k3,browserninja1-svm-internal-k3,browserninja1-nn-internal-k3,browserninja2-dt-internal-k3,browserninja2-randomforest-internal-k3,browserninja2-svm-internal-k3,browserninja2-nn-internal-k3,browserninja3-dt-internal-k3,browserninja3-randomforest-internal-k3,browserninja3-svm-internal-k3,browserninja3-nn-internal-k3
1,,0.31343283582089554,0.4328358208955224,0.4626865671641791,0.4328358208955224,0.4626865671641791,0.4626865671641791,0.3283582089552239,0.3880597014925373,0.6268656716417911,0.582089552238806,0.4626865671641791,0.5671641791044776,0.4626865671641791,0.6716417910447762,0.4029850746268657,0.4925373134328358,0.5671641791044776,0.6865671641791045,0.34328358208955223,0.417910447761194
2,,0.5,0.5384615384615384,0.5769230769230769,0.4615384615384616,0.4230769230769231,0.5,0.7307692307692307,0.5384615384615384,0.5384615384615384,0.5769230769230769,0.5,0.5384615384615384,0.5769230769230769,0.5384615384615384,0.5,0.5769230769230769,0.5,0.5384615384615384,0.3076923076923077,0.38461538461538464
3,,0.3695652173913043,0.3478260869565217,0.43478260869565216,0.5869565217391305,0.4565217391304348,0.5,0.06521739130434782,0.2391304347826087,0.6304347826086957,0.6304347826086957,0.5652173913043478,0.5434782608695652,0.5652173913043478,0.5652173913043478,0.5217391304347826,0.43478260869565216,0.5217391304347826,0.5869565217391305,0.43478260869565216,0.5652173913043478
4,,0.4642857142857143,0.42857142857142855,0.35714285714285715,0.32142857142857145,0.42857142857142855,0.5714285714285714,0.9285714285714286,0.25,0.5714285714285714,0.6428571428571429,0.5357142857142857,0.5,0.5714285714285714,0.6071428571428571,0.42857142857142855,0.6428571428571429,0.5714285714285714,0.6071428571428571,0.2857142857142857,0.5357142857142857
5,,0.4565217391304348,0.43478260869565216,0.3695652173913043,0.5,0.3695652173913043,0.3695652173913043,0.9565217391304348,0.17391304347826084,0.3478260869565217,0.3695652173913043,0.5217391304347826,0.6304347826086957,0.3478260869565217,0.43478260869565216,0.4130434782608696,0.4782608695652174,0.3478260869565217,0.39130434782608703,0.3043478260869565,0.391304347826087
6,,0.30337078651685395,0.42696629213483145,0.3258426966292135,0.4719101123595506,0.4494382022471911,0.4382022471910113,0.2696629213483146,0.2247191011235955,0.4831460674157304,0.5617977528089888,0.4494382022471911,0.5505617977528089,0.4494382022471911,0.6067415730337079,0.3146067415730337,0.5280898876404494,0.4606741573033708,0.5393258426966292,0.33707865168539325,0.3595505617977528
7,,0.4666666666666667,0.5,0.5333333333333333,0.4,0.4666666666666667,0.6666666666666666,0.3666666666666665,0.3,0.6666666666666666,0.7333333333333333,0.7333333333333333,0.8,0.7,0.7333333333333333,0.6666666666666666,0.3,0.7333333333333333,0.7666666666666667,0.7666666666666667,0.6666666666666666
8,,0.43478260869565216,0.3695652173913043,0.3695652173913043,0.4565217391304348,0.3695652173913043,0.3695652173913043,1.0,0.10869565217391304,0.4565217391304348,0.5,0.3695652173913043,0.4565217391304348,0.4782608695652174,0.4782608695652174,0.39130434782608703,0.4782608695652174,0.4782608695652174,0.5,0.43478260869565216,0.45652173913043476
9,,0.13513513513513514,0.40540540540540543,0.35135135135135137,0.35135135135135137,0.3783783783783784,0.3783783783783784,0.945945945945946,0.10810810810810813,0.4594594594594595,0.4594594594594595,0.32432432432432434,0.40540540540540543,0.3783783783783784,0.4594594594594595,0.32432432432432434,0.3783783783783784,0.40540540540540543,0.4864864864864865,0.2432432432432433,0.2972972972972973
10,,0.3918918918918919,0.5,0.3783783783783784,0.4864864864864865,0.5135135135135135,0.4864864864864865,0.32432432432432434,0.32432432432432434,0.7027027027027027,0.5405405405405406,0.5,0.5945945945945946,0.527027027027027,0.6486486486486487,0.3648648648648649,0.5540540540540541,0.6081081081081081,0.6351351351351351,0.3783783783783784,0.40540540540540543
