@RELATION browserninja.website

@ATTRIBUTE URL STRING
@ATTRIBUTE id NUMERIC
@ATTRIBUTE tagName STRING
@ATTRIBUTE childsNumber NUMERIC
@ATTRIBUTE textLength NUMERIC
@ATTRIBUTE basePlatform STRING
@ATTRIBUTE targetPlatform STRING
@ATTRIBUTE baseBrowser STRING
@ATTRIBUTE targetBrowser STRING
@ATTRIBUTE baseDPI NUMERIC
@ATTRIBUTE targetDPI NUMERIC
@ATTRIBUTE baseScreenshot STRING
@ATTRIBUTE targetScreenshot STRING
@ATTRIBUTE baseX NUMERIC
@ATTRIBUTE targetX NUMERIC
@ATTRIBUTE baseY NUMERIC
@ATTRIBUTE targetY NUMERIC
@ATTRIBUTE baseHeight NUMERIC
@ATTRIBUTE targetHeight NUMERIC
@ATTRIBUTE baseWidth NUMERIC
@ATTRIBUTE targetWidth NUMERIC
@ATTRIBUTE baseParentX NUMERIC
@ATTRIBUTE targetParentX NUMERIC
@ATTRIBUTE baseParentY NUMERIC
@ATTRIBUTE targetParentY NUMERIC
@ATTRIBUTE imageDiff NUMERIC
@ATTRIBUTE chiSquared NUMERIC
@ATTRIBUTE baseDeviceWidth NUMERIC
@ATTRIBUTE targetDeviceWidth NUMERIC
@ATTRIBUTE baseViewportWidth NUMERIC
@ATTRIBUTE targetViewportWidth NUMERIC
@ATTRIBUTE xpath STRING
@ATTRIBUTE baseXpath STRING
@ATTRIBUTE targetXpath STRING
@ATTRIBUTE phash NUMERIC
@ATTRIBUTE basePreviousSiblingLeft NUMERIC
@ATTRIBUTE targetPreviousSiblingLeft NUMERIC
@ATTRIBUTE basePreviousSiblingTop NUMERIC
@ATTRIBUTE targetPreviousSiblingTop NUMERIC
@ATTRIBUTE baseNextSiblingLeft NUMERIC
@ATTRIBUTE targetNextSiblingLeft NUMERIC
@ATTRIBUTE baseNextSiblingTop NUMERIC
@ATTRIBUTE targetNextSiblingTop NUMERIC
@ATTRIBUTE baseTextNodes NUMERIC
@ATTRIBUTE targetTextNodes NUMERIC
@ATTRIBUTE baseFontFamily STRING
@ATTRIBUTE targetFontFamily STRING
@ATTRIBUTE external {1, 0}
@ATTRIBUTE internal {1, 0}
@ATTRIBUTE base_bin1 NUMERIC
@ATTRIBUTE base_bin2 NUMERIC
@ATTRIBUTE base_bin3 NUMERIC
@ATTRIBUTE base_bin4 NUMERIC
@ATTRIBUTE base_bin5 NUMERIC
@ATTRIBUTE base_bin6 NUMERIC
@ATTRIBUTE base_bin7 NUMERIC
@ATTRIBUTE base_bin8 NUMERIC
@ATTRIBUTE base_bin9 NUMERIC
@ATTRIBUTE base_bin10 NUMERIC
@ATTRIBUTE target_bin1 NUMERIC
@ATTRIBUTE target_bin2 NUMERIC
@ATTRIBUTE target_bin3 NUMERIC
@ATTRIBUTE target_bin4 NUMERIC
@ATTRIBUTE target_bin5 NUMERIC
@ATTRIBUTE target_bin6 NUMERIC
@ATTRIBUTE target_bin7 NUMERIC
@ATTRIBUTE target_bin8 NUMERIC
@ATTRIBUTE target_bin9 NUMERIC
@ATTRIBUTE target_bin10 NUMERIC
@ATTRIBUTE diff_bin01 NUMERIC
@ATTRIBUTE diff_bin02 NUMERIC
@ATTRIBUTE diff_bin03 NUMERIC
@ATTRIBUTE diff_bin04 NUMERIC
@ATTRIBUTE diff_bin05 NUMERIC
@ATTRIBUTE diff_bin11 NUMERIC
@ATTRIBUTE diff_bin12 NUMERIC
@ATTRIBUTE diff_bin13 NUMERIC
@ATTRIBUTE diff_bin14 NUMERIC
@ATTRIBUTE diff_bin15 NUMERIC
@ATTRIBUTE diff_bin21 NUMERIC
@ATTRIBUTE diff_bin22 NUMERIC
@ATTRIBUTE diff_bin23 NUMERIC
@ATTRIBUTE diff_bin24 NUMERIC
@ATTRIBUTE diff_bin25 NUMERIC
@ATTRIBUTE diff_bin31 NUMERIC
@ATTRIBUTE diff_bin32 NUMERIC
@ATTRIBUTE diff_bin33 NUMERIC
@ATTRIBUTE diff_bin34 NUMERIC
@ATTRIBUTE diff_bin35 NUMERIC
@ATTRIBUTE diff_bin41 NUMERIC
@ATTRIBUTE diff_bin42 NUMERIC
@ATTRIBUTE diff_bin43 NUMERIC
@ATTRIBUTE diff_bin44 NUMERIC
@ATTRIBUTE diff_bin45 NUMERIC
@ATTRIBUTE sdd NUMERIC
@ATTRIBUTE ncc NUMERIC
@ATTRIBUTE base_centroid_x NUMERIC
@ATTRIBUTE base_centroid_y NUMERIC
@ATTRIBUTE base_orientation NUMERIC
@ATTRIBUTE target_centroid_x NUMERIC
@ATTRIBUTE target_centroid_y NUMERIC
@ATTRIBUTE target_orientation NUMERIC
@ATTRIBUTE missmatch NUMERIC
@ATTRIBUTE emd NUMERIC
@ATTRIBUTE ssim NUMERIC
@ATTRIBUTE mse NUMERIC
@ATTRIBUTE psnr NUMERIC

@DATA
http://192.168.0.13:8080/73/index.notranslate.html,11084.0,BR,0.0,0.0,'iOS 14.5 - Safari -- iOS 14.5 - iPhone 12',null,null,null,3.0,-1.0,./log-alexa/67/results/iphone12/11084.png,./log-alexa/67/null,128.0,-1.0,19440.0,-1.0,18.0,-1.0,1.0,-1.0,26.0,-1.0,19440.0,-1.0,-1.0,-1.0,1170.0,-1.0,390.0,-1.0,/body[2]/div[3]/main[1]/div[3]/div[20]/div[1]/div[1]/div[3]/div[1]/div[1]/div[1]/div[2]/div[2]/div[2]/div[1]/p[1]/br[2],/body[2]/div[3]/main[1]/div[3]/div[20]/div[1]/div[1]/div[3]/div[1]/div[1]/div[1]/div[2]/div[2]/div[2]/div[1]/p[1]/br[2],null,-1.0,26.0,-1.0,19442.0,-1.0,26.0,-1.0,19499.0,-1.0,0.0,-1.0,AmazonEmber,null,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7967213114754098,-1.0,-1.0,-1.0,-1.0
http://192.168.0.13:8080/73/index.notranslate.html,11079.0,BR,0.0,0.0,'iOS 14.5 - Safari -- iOS 14.5 - iPhone 12',null,null,null,3.0,-1.0,./log-alexa/67/results/iphone12/11079.png,./log-alexa/67/null,122.0,-1.0,19366.0,-1.0,18.0,-1.0,1.0,-1.0,26.0,-1.0,19361.0,-1.0,-1.0,-1.0,1170.0,-1.0,390.0,-1.0,/body[2]/div[3]/main[1]/div[3]/div[20]/div[1]/div[1]/div[3]/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/p[5]/br[2],/body[2]/div[3]/main[1]/div[3]/div[20]/div[1]/div[1]/div[3]/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/p[5]/br[2],null,-1.0,26.0,-1.0,19368.0,-1.0,16.0,-1.0,19425.0,-1.0,0.0,-1.0,AmazonEmber,null,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7967213114754098,-1.0,-1.0,-1.0,-1.0
http://192.168.0.13:8080/73/index.notranslate.html,11076.0,BR,0.0,0.0,'iOS 14.5 - Safari -- iOS 14.5 - iPhone 12',null,null,null,3.0,-1.0,./log-alexa/67/results/iphone12/11076.png,./log-alexa/67/null,74.0,-1.0,19302.0,-1.0,18.0,-1.0,1.0,-1.0,26.0,-1.0,19297.0,-1.0,-1.0,-1.0,1170.0,-1.0,390.0,-1.0,/body[2]/div[3]/main[1]/div[3]/div[20]/div[1]/div[1]/div[3]/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/p[4]/br[2],/body[2]/div[3]/main[1]/div[3]/div[20]/div[1]/div[1]/div[3]/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/p[4]/br[2],null,-1.0,26.0,-1.0,19304.0,-1.0,26.0,-1.0,19361.0,-1.0,0.0,-1.0,AmazonEmber,null,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7967213114754098,-1.0,-1.0,-1.0,-1.0
http://192.168.0.13:8080/73/index.notranslate.html,11073.0,BR,0.0,0.0,'iOS 14.5 - Safari -- iOS 14.5 - iPhone 12',null,null,null,3.0,-1.0,./log-alexa/67/results/iphone12/11073.png,./log-alexa/67/null,99.0,-1.0,19216.0,-1.0,18.0,-1.0,1.0,-1.0,26.0,-1.0,19211.0,-1.0,-1.0,-1.0,1170.0,-1.0,390.0,-1.0,/body[2]/div[3]/main[1]/div[3]/div[20]/div[1]/div[1]/div[3]/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/p[3]/br[2],/body[2]/div[3]/main[1]/div[3]/div[20]/div[1]/div[1]/div[3]/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/p[3]/br[2],null,-1.0,26.0,-1.0,19218.0,-1.0,26.0,-1.0,19297.0,-1.0,0.0,-1.0,AmazonEmber,null,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7967213114754098,-1.0,-1.0,-1.0,-1.0
http://192.168.0.13:8080/73/index.notranslate.html,11070.0,BR,0.0,0.0,'iOS 14.5 - Safari -- iOS 14.5 - iPhone 12',null,null,null,3.0,-1.0,./log-alexa/67/results/iphone12/11070.png,./log-alexa/67/null,80.0,-1.0,19152.0,-1.0,18.0,-1.0,1.0,-1.0,26.0,-1.0,19147.0,-1.0,-1.0,-1.0,1170.0,-1.0,390.0,-1.0,/body[2]/div[3]/main[1]/div[3]/div[20]/div[1]/div[1]/div[3]/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/p[2]/br[2],/body[2]/div[3]/main[1]/div[3]/div[20]/div[1]/div[1]/div[3]/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/p[2]/br[2],null,-1.0,26.0,-1.0,19154.0,-1.0,26.0,-1.0,19211.0,-1.0,0.0,-1.0,AmazonEmber,null,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7967213114754098,-1.0,-1.0,-1.0,-1.0
http://192.168.0.13:8080/73/index.notranslate.html,11067.0,BR,0.0,0.0,'iOS 14.5 - Safari -- iOS 14.5 - iPhone 12',null,null,null,3.0,-1.0,./log-alexa/67/results/iphone12/11067.png,./log-alexa/67/null,75.0,-1.0,19088.0,-1.0,18.0,-1.0,1.0,-1.0,26.0,-1.0,19088.0,-1.0,-1.0,-1.0,1170.0,-1.0,390.0,-1.0,/body[2]/div[3]/main[1]/div[3]/div[20]/div[1]/div[1]/div[3]/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/p[1]/br[2],/body[2]/div[3]/main[1]/div[3]/div[20]/div[1]/div[1]/div[3]/div[1]/div[1]/div[1]/div[2]/div[2]/div[1]/div[1]/p[1]/br[2],null,-1.0,26.0,-1.0,19090.0,-1.0,26.0,-1.0,19147.0,-1.0,0.0,-1.0,AmazonEmber,null,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7967213114754098,-1.0,-1.0,-1.0,-1.0
http://192.168.0.13:8080/73/index.notranslate.html,10882.0,IMG,0.0,0.0,'iOS 14.5 - Safari -- iOS 14.5 - iPhone 12',null,null,null,3.0,-1.0,./log-alexa/67/results/iphone12/10882.png,./log-alexa/67/null,120.0,-1.0,16558.0,-1.0,694.0,-1.0,150.0,-1.0,120.0,-1.0,16558.0,-1.0,-1.0,-1.0,1170.0,-1.0,390.0,-1.0,/body[2]/div[3]/main[1]/div[3]/div[14]/div[1]/div[12]/figure[1]/a[1]/img[1],/body[2]/div[3]/main[1]/div[3]/div[14]/div[1]/div[12]/figure[1]/a[1]/img[1],null,-1.0,0.0,-1.0,15819.0,-1.0,0.0,-1.0,17247.0,-1.0,0.0,-1.0,AmazonEmber,null,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7967213114754098,-1.0,-1.0,-1.0,-1.0
http://192.168.0.13:8080/73/index.notranslate.html,10881.0,A,1.0,162.0,'iOS 14.5 - Safari -- iOS 14.5 - iPhone 12',null,null,null,3.0,-1.0,./log-alexa/67/null,./log-alexa/67/null,120.0,-1.0,16558.0,-1.0,694.0,-1.0,150.0,-1.0,10.0,-1.0,16558.0,-1.0,-1.0,-1.0,1170.0,-1.0,390.0,-1.0,/body[2]/div[3]/main[1]/div[3]/div[14]/div[1]/div[12]/figure[1]/a[1],/body[2]/div[3]/main[1]/div[3]/div[14]/div[1]/div[12]/figure[1]/a[1],null,-1.0,0.0,-1.0,15819.0,-1.0,0.0,-1.0,17247.0,-1.0,2.0,-1.0,AmazonEmber,null,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
http://192.168.0.13:8080/73/index.notranslate.html,10880.0,FIGURE,2.0,318.0,'iOS 14.5 - Safari -- iOS 14.5 - iPhone 12',null,null,null,3.0,-1.0,./log-alexa/67/null,./log-alexa/67/null,10.0,-1.0,16558.0,-1.0,694.0,-1.0,370.0,-1.0,0.0,-1.0,16533.0,-1.0,-1.0,-1.0,1170.0,-1.0,390.0,-1.0,/body[2]/div[3]/main[1]/div[3]/div[14]/div[1]/div[12]/figure[1],/body[2]/div[3]/main[1]/div[3]/div[14]/div[1]/div[12]/figure[1],null,-1.0,0.0,-1.0,15819.0,-1.0,0.0,-1.0,17247.0,-1.0,2.0,-1.0,AmazonEmber,null,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
http://192.168.0.13:8080/73/index.notranslate.html,10878.0,IMG,0.0,0.0,'iOS 14.5 - Safari -- iOS 14.5 - iPhone 12',null,null,null,3.0,-1.0,./log-alexa/67/results/iphone12/10878.png,./log-alexa/67/null,120.0,-1.0,15844.0,-1.0,694.0,-1.0,150.0,-1.0,120.0,-1.0,15844.0,-1.0,-1.0,-1.0,1170.0,-1.0,390.0,-1.0,/body[2]/div[3]/main[1]/div[3]/div[14]/div[1]/div[11]/figure[1]/a[1]/img[1],/body[2]/div[3]/main[1]/div[3]/div[14]/div[1]/div[11]/figure[1]/a[1]/img[1],null,-1.0,0.0,-1.0,15045.0,-1.0,0.0,-1.0,16533.0,-1.0,0.0,-1.0,AmazonEmber,null,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7967213114754098,-1.0,-1.0,-1.0,-1.0
http://192.168.0.13:8080/73/index.notranslate.html,10877.0,A,1.0,162.0,'iOS 14.5 - Safari -- iOS 14.5 - iPhone 12',null,null,null,3.0,-1.0,./log-alexa/67/null,./log-alexa/67/null,120.0,-1.0,15844.0,-1.0,694.0,-1.0,150.0,-1.0,10.0,-1.0,15844.0,-1.0,-1.0,-1.0,1170.0,-1.0,390.0,-1.0,/body[2]/div[3]/main[1]/div[3]/div[14]/div[1]/div[11]/figure[1]/a[1],/body[2]/div[3]/main[1]/div[3]/div[14]/div[1]/div[11]/figure[1]/a[1],null,-1.0,0.0,-1.0,15045.0,-1.0,0.0,-1.0,16533.0,-1.0,2.0,-1.0,AmazonEmber,null,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
http://192.168.0.13:8080/73/index.notranslate.html,10876.0,FIGURE,2.0,318.0,'iOS 14.5 - Safari -- iOS 14.5 - iPhone 12',null,null,null,3.0,-1.0,./log-alexa/67/null,./log-alexa/67/null,10.0,-1.0,15844.0,-1.0,694.0,-1.0,370.0,-1.0,0.0,-1.0,15819.0,-1.0,-1.0,-1.0,1170.0,-1.0,390.0,-1.0,/body[2]/div[3]/main[1]/div[3]/div[14]/div[1]/div[11]/figure[1],/body[2]/div[3]/main[1]/div[3]/div[14]/div[1]/div[11]/figure[1],null,-1.0,0.0,-1.0,15045.0,-1.0,0.0,-1.0,16533.0,-1.0,2.0,-1.0,AmazonEmber,null,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
http://192.168.0.13:8080/73/index.notranslate.html,10874.0,IMG,0.0,0.0,'iOS 14.5 - Safari -- iOS 14.5 - iPhone 12',null,null,null,3.0,-1.0,./log-alexa/67/results/iphone12/10874.png,./log-alexa/67/null,120.0,-1.0,15100.0,-1.0,754.0,-1.0,150.0,-1.0,90.0,-1.0,15070.0,-1.0,-1.0,-1.0,1170.0,-1.0,390.0,-1.0,/body[2]/div[3]/main[1]/div[3]/div[14]/div[1]/div[10]/figure[1]/a[1]/img[1],/body[2]/div[3]/main[1]/div[3]/div[14]/div[1]/div[10]/figure[1]/a[1]/img[1],null,-1.0,0.0,-1.0,14331.0,-1.0,0.0,-1.0,15819.0,-1.0,0.0,-1.0,AmazonEmber,null,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7967213114754098,-1.0,-1.0,-1.0,-1.0
http://192.168.0.13:8080/73/index.notranslate.html,10870.0,IMG,0.0,0.0,'iOS 14.5 - Safari -- iOS 14.5 - iPhone 12',null,null,null,3.0,-1.0,./log-alexa/67/results/iphone12/10870.png,./log-alexa/67/null,120.0,-1.0,14356.0,-1.0,694.0,-1.0,150.0,-1.0,120.0,-1.0,14356.0,-1.0,-1.0,-1.0,1170.0,-1.0,390.0,-1.0,/body[2]/div[3]/main[1]/div[3]/div[14]/div[1]/div[9]/figure[1]/a[1]/img[1],/body[2]/div[3]/main[1]/div[3]/div[14]/div[1]/div[9]/figure[1]/a[1]/img[1],null,-1.0,0.0,-1.0,13617.0,-1.0,0.0,-1.0,15045.0,-1.0,0.0,-1.0,AmazonEmber,null,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7967213114754098,-1.0,-1.0,-1.0,-1.0
http://192.168.0.13:8080/73/index.notranslate.html,10869.0,A,1.0,165.0,'iOS 14.5 - Safari -- iOS 14.5 - iPhone 12',null,null,null,3.0,-1.0,./log-alexa/67/null,./log-alexa/67/null,120.0,-1.0,14356.0,-1.0,694.0,-1.0,150.0,-1.0,10.0,-1.0,14356.0,-1.0,-1.0,-1.0,1170.0,-1.0,390.0,-1.0,/body[2]/div[3]/main[1]/div[3]/div[14]/div[1]/div[9]/figure[1]/a[1],/body[2]/div[3]/main[1]/div[3]/div[14]/div[1]/div[9]/figure[1]/a[1],null,-1.0,0.0,-1.0,13617.0,-1.0,0.0,-1.0,15045.0,-1.0,2.0,-1.0,AmazonEmber,null,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
http://192.168.0.13:8080/73/index.notranslate.html,10868.0,FIGURE,2.0,329.0,'iOS 14.5 - Safari -- iOS 14.5 - iPhone 12',null,null,null,3.0,-1.0,./log-alexa/67/null,./log-alexa/67/null,10.0,-1.0,14356.0,-1.0,694.0,-1.0,370.0,-1.0,0.0,-1.0,14331.0,-1.0,-1.0,-1.0,1170.0,-1.0,390.0,-1.0,/body[2]/div[3]/main[1]/div[3]/div[14]/div[1]/div[9]/figure[1],/body[2]/div[3]/main[1]/div[3]/div[14]/div[1]/div[9]/figure[1],null,-1.0,0.0,-1.0,13617.0,-1.0,0.0,-1.0,15045.0,-1.0,2.0,-1.0,AmazonEmber,null,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
http://192.168.0.13:8080/73/index.notranslate.html,10866.0,IMG,0.0,0.0,'iOS 14.5 - Safari -- iOS 14.5 - iPhone 12',null,null,null,3.0,-1.0,./log-alexa/67/results/iphone12/10866.png,./log-alexa/67/null,120.0,-1.0,13642.0,-1.0,694.0,-1.0,150.0,-1.0,120.0,-1.0,13642.0,-1.0,-1.0,-1.0,1170.0,-1.0,390.0,-1.0,/body[2]/div[3]/main[1]/div[3]/div[14]/div[1]/div[8]/figure[1]/a[1]/img[1],/body[2]/div[3]/main[1]/div[3]/div[14]/div[1]/div[8]/figure[1]/a[1]/img[1],null,-1.0,0.0,-1.0,12903.0,-1.0,0.0,-1.0,14331.0,-1.0,0.0,-1.0,AmazonEmber,null,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7967213114754098,-1.0,-1.0,-1.0,-1.0
http://192.168.0.13:8080/73/index.notranslate.html,10865.0,A,1.0,159.0,'iOS 14.5 - Safari -- iOS 14.5 - iPhone 12',null,null,null,3.0,-1.0,./log-alexa/67/null,./log-alexa/67/null,120.0,-1.0,13642.0,-1.0,694.0,-1.0,150.0,-1.0,10.0,-1.0,13642.0,-1.0,-1.0,-1.0,1170.0,-1.0,390.0,-1.0,/body[2]/div[3]/main[1]/div[3]/div[14]/div[1]/div[8]/figure[1]/a[1],/body[2]/div[3]/main[1]/div[3]/div[14]/div[1]/div[8]/figure[1]/a[1],null,-1.0,0.0,-1.0,12903.0,-1.0,0.0,-1.0,14331.0,-1.0,2.0,-1.0,AmazonEmber,null,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
